"Longitude","Latitude","Prediction","Method"
-104.569335,39.638522,0,"Engression"
-79.920278,39.649444,0,"Engression"
-121.84047,39.76168,0.04,"Engression"
-84.134412,39.785644,0,"Engression"
-80.26567,39.80933,0.02,"Engression"
-89.640926,39.831522,0.01,"Engression"
-84.720524,39.83562,0.07,"Engression"
-83.99773,39.85567,0.02,"Engression"
-91.335868,39.915409,0,"Engression"
-79.805499,39.917663,0.01,"Engression"
-77.30968,39.92002,0.04,"Engression"
-82.75892,39.954457,0,"Engression"
-76.1124,40.043833,0.54,"Engression"
-76.283333,40.046667,0.15,"Engression"
-84.113808,40.08502,0,"Engression"
-108.761389,40.086944,0,"Engression"
-82.959773,40.0877,0.03,"Engression"
-74.882222,40.107222,0.1,"Engression"
-79.902222,40.146667,0.11,"Engression"
-104.72613,40.181625,0.95,"Engression"
-105.54564,40.27813,0,"Engression"
-110.009732,40.294178,0,"Engression"
-78.915,40.309722,0.62,"Engression"
-74.8729,40.3125,0,"Engression"
-83.063971,40.356694,0.01,"Engression"
-80.592318,40.427372,0,"Engression"
-74.429439,40.462182,0.4,"Engression"
-109.561472,40.46471,0,"Engression"
-79.960757,40.46542,0.08,"Engression"
-86.109688,40.481347,0.01,"Engression"
-88.996896,40.518735,0,"Engression"
-78.370833,40.535278,0.62,"Engression"
-122.38092,40.55013,0.13,"Engression"
-111.894167,40.598056,0,"Engression"
-112.35578,40.60055,0,"Engression"
-74.126081,40.67025,0.17,"Engression"
-77.9319,40.7208,0,"Engression"
-80.316442,40.747796,0.4,"Engression"
-111.82835,40.766528,0,"Engression"
-111.945849,40.777145,0,"Engression"
-111.931,40.78422,0,"Engression"
-74.676301,40.787628,0.06,"Engression"
-73.902,40.816,0.16,"Engression"
-96.671373,40.98498,0.03,"Engression"
-73.585128,41.004657,0,"Engression"
-75.32328,41.08306,0.09,"Engression"
-80.640576,41.106182,0,"Engression"
-80.484779,41.215014,0.06,"Engression"
-88.190967,41.221537,0.03,"Engression"
-72.07882,41.35362,0.01,"Engression"
-73.443056,41.399167,0,"Engression"
-75.578186,41.479116,0.3,"Engression"
-112.021476,41.485007,0,"Engression"
-83.718949,41.4942,0,"Engression"
-81.458871,41.536942,0,"Engression"
-86.68502,41.629259,0.24,"Engression"
-76.939167,41.644722,0,"Engression"
-87.99057,41.66812,0,"Engression"
-86.214722,41.69666,0,"Engression"
-90.521944,41.699174,0.01,"Engression"
-76.512726,41.705226,0.15,"Engression"
-85.824696,41.716959,0,"Engression"
-109.788333,41.750556,0,"Engression"
-95.928185,41.832256,0,"Engression"
-71.36097,41.841039,0.31,"Engression"
-87.75247,41.855243,0.01,"Engression"
-80.572808,41.959695,0.01,"Engression"
-70.023598,41.975804,0,"Engression"
-86.309694,42.19779,0,"Engression"
-70.963346,42.241229,0.02,"Engression"
-91.526879,42.281013,0.03,"Engression"
-72.334079,42.298493,0.01,"Engression"
-110.098861,42.486361,0,"Engression"
-71.306986,42.612085,0.96,"Engression"
-109.753,42.719,0.03,"Engression"
-82.793463,42.731394,0,"Engression"
-84.562867,42.76138,0.24,"Engression"
-96.90383,42.78943,0.11,"Engression"
-84.393795,42.798339,0,"Engression"
-112.460347,42.876725,0,"Engression"
-73.24984,42.88759,0.04,"Engression"
-109.788,42.9288,0,"Engression"
-72.272332,42.930521,0.01,"Engression"
-82.456229,42.953336,0,"Engression"
-70.713958,43.045269,0.54,"Engression"
-76.05921,43.05235,0.22,"Engression"
-87.90144,43.09456,0,"Engression"
-94.693518,43.123704,0.01,"Engression"
-77.54817,43.14618,0.41,"Engression"
-83.461541,43.168336,0.01,"Engression"
-87.92087,43.34317,0,"Engression"
-74.51625,43.44957,0.49,"Engression"
-96.78331,43.59901,0.97,"Engression"
-72.309499,43.629605,0.18,"Engression"
-88.42205,43.6874,0,"Engression"
-87.792235,43.815596,0,"Engression"
-123.0353,43.8345,0.54,"Engression"
-71.217639,44.308132,0.21,"Engression"
-73.90312,44.36608,0,"Engression"
-73.8589,44.39308,0.01,"Engression"
-87.50525,44.44312,0,"Engression"
-93.512534,44.791437,0,"Engression"
-106.961388,44.803888,0,"Engression"
-97.128802,44.89965,1,"Engression"
-92.765136,45.168004,0.15,"Engression"
-122.7721,45.768531,0.53,"Engression"
-119.262991,45.828968,0.01,"Engression"
-93.75945,46.2053,0,"Engression"
-105.812778,46.411389,0.21,"Engression"
-90.65615,46.60234,0.48,"Engression"
-114.021499,46.842181,0.89,"Engression"
-117.52997,47.41645,0,"Engression"
-122.064722,47.5525,0.41,"Engression"
-95.0166,47.8796,0,"Engression"
-101.571583,47.940861,0.05,"Engression"
-102.4018,48.64193,0,"Engression"
-148.9676,63.7232,0,"Engression"
